label,message,message_length,word_count,cleaned_message,processed_message
0,What your plan for pongal?,26,5,what your plan for pongal,plan pongal
0,Just wait till end of march when el nino gets himself. Oh.,58,12,just wait till end of march when el nino gets himself oh,wait till end march el nino get oh
0,"Not yet chikku..going to room nw, i'm in bus..",46,9,not yet chikkugoing to room nw im in bus,yet chikkugo room nw im bu
0,Am also doing in cbe only. But have to pay.,43,10,am also doing in cbe only but have to pay,also cbe pay
0,Honey boo I'm missing u.,24,5,honey boo im missing u,honey boo im miss u
0,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",97,18,we have sent jd for customer service cum accounts executive to ur mail id for details contact us,sent jd custom servic cum account execut ur mail id detail contact us
0,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",70,14,yo im at my parents gettin cash good news we picked up a downstem,yo im parent gettin cash good news pick downstem
0,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",179,35,thank you so much when we skyped wit kz and sura we didnt get the pleasure of your company hope you are good weve given you ultimatum oh we are countin down to aburo enjoy,thank much skype wit kz sura didnt get pleasur compani hope good weve given ultimatum oh countin aburo enjoy
1,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",120,20,hungry gay guys feeling hungry and up it now call just pmin to stop texts call pmin,hungri gay guy feel hungri call pmin stop text call pmin
0,Ok. No wahala. Just remember that a friend in need ...,54,11,ok no wahala just remember that a friend in need,ok wahala rememb friend need
0,I will see in half an hour,26,7,i will see in half an hour,see half hour
0,"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",154,19,im in inperialmusic listeningthe weirdest track ever byleafcutter johnsounds like insects being molestedsomeone plumbingremixed by evil men on acid,im inperialmus listeningth weirdest track ever byleafcutt johnsound like insect molestedsomeon plumbingremix evil men acid
0,"Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx.",123,24,hey sorry i didntgive ya a a bellearlier hunnyjust been in bedbut mite go thepub ltr if uwana mt uploads a luv jenxxx,hey sorri didntgiv ya bellearli hunnyjust bedbut mite go thepub ltr uwana mt upload luv jenxxx
0,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,48,8,seriously tell her those exact words right now,serious tell exact word right
1,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA,146,27,can u get phone now i wanna chat set up meet call me now on u can cum here moro luv jane xx callsminmoremobsemspoboxpowa,u get phone wanna chat set meet call u cum moro luv jane xx callsminmoremobsemspoboxpowa
0,"Tee hee. Off to lecture, cheery bye bye.",40,8,tee hee off to lecture cheery bye bye,tee hee lectur cheeri bye bye
0,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",81,19,sorry chikku my cell got some problem thts y i was nt able to reply u or msg u,sorri chikku cell got problem tht nt abl repli u msg u
0,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,116,26,if you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,still havent collect dough pl let know go place sent get control number
0,Ok...,5,1,ok,ok
1,network operator. The service is free. For T & C's visit 80488.biz,66,12,network operator the service is free for t cs visit biz,network oper servic free cs visit biz
0,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,81,18,let me know how to contact you ive you settled in a room lets know you are ok,let know contact ive settl room let know ok
0,Wot u up 2 u weirdo?,20,6,wot u up u weirdo,wot u u weirdo
0,Can do lor...,13,3,can do lor,lor
0,Dont put your phone on silent mode ok,37,8,dont put your phone on silent mode ok,dont put phone silent mode ok
0,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..,64,17,can i meet at as where depends on where wan in lor,meet depend wan lor
0,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,69,15,waiting my tv show start lor u leh still busy doing ur report,wait tv show start lor u leh still busi ur report
0,Oh ho. Is this the first time u use these type of words,55,13,oh ho is this the first time u use these type of words,oh ho first time u use type word
0,Am I the only one who doesn't stalk profiles?,45,9,am i the only one who doesnt stalk profiles,one doesnt stalk profil
0,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt",159,32,ever green quote ever told by jerry in cartoon a person who irritates u always is the one who loves u vry much but fails to express it gud nyt,ever green quot ever told jerri cartoon person irrit u alway one love u vri much fail express gud nyt
0,Yes i thought so. Thanks.,25,5,yes i thought so thanks,ye thought thank
0,But if she.s drinkin i'm ok.,28,6,but if shes drinkin im ok,she drinkin im ok
0,"Just wondering, the others just took off",40,7,just wondering the others just took off,wonder other took
0,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",156,31,night has ended for another day morning has come in a special way may you smile like the sunny rays and leaves your worries at the blue blue bay gud mrng,night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay gud mrng
0,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",138,33,what do you do my dog must i always wait till the end of your day to have word from you did you run out of time on your cell already,dog must alway wait till end day word run time cell alreadi
0,Happy new year to u too!,24,6,happy new year to u too,happi new year u
0,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",70,12,heygreat dealfarm tour am to pm pax deposit by may,heygreat dealfarm tour pm pax deposit may
0,Eat jap done oso aft ur lect wat... Ü got lect at 12 rite... ,61,14,eat jap done oso aft ur lect wat got lect at rite,eat jap done oso aft ur lect wat got lect rite
0,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",86,17,hey babe i saw you came online for a second and then you disappeared what happened,hey babe saw came onlin second disappear happen
0,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,174,35,da my birthdate in certificate is in april but real date is today but dont publish it i shall give you a special treat if you keep the secret any way thanks for the wishes,da birthdat certif april real date today dont publish shall give special treat keep secret way thank wish
0,Happy birthday... May all ur dreams come true...,48,8,happy birthday may all ur dreams come true,happi birthday may ur dream come true
0,Aiyah u did ok already lar. E nydc at wheellock?,48,10,aiyah u did ok already lar e nydc at wheellock,aiyah u ok alreadi lar e nydc wheellock
0,TELL HER I SAID EAT SHIT.,25,6,tell her i said eat shit,tell said eat shit
0,Sure! I am driving but will reach my destination soon.,54,10,sure i am driving but will reach my destination soon,sure drive reach destin soon
0,"K so am I, how much for an 8th? Fifty?",38,10,k so am i how much for an th fifty,k much th fifti
0,Your daily text from me – a favour this time,44,10,your daily text from me a favour this time,daili text favour time
0,Great to hear you are settling well. So what's happenin wit ola?,64,12,great to hear you are settling well so whats happenin wit ola,great hear settl well what happenin wit ola
0,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,133,23,those cocksuckers if it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,cocksuck make feel better ipad worthless garbag novelti item feel bad even want one
0,I tot u reach liao. He said t-shirt.,36,8,i tot u reach liao he said tshirt,tot u reach liao said tshirt
0,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",132,31,fran i decided go n e way im completely broke an knackered i got up bout c u mrw love janx ps this is my dads fone no credit,fran decid go n e way im complet broke knacker got bout c u mrw love janx ps dad fone credit
0,I cant pick the phone right now. Pls send a message,51,11,i cant pick the phone right now pls send a message,cant pick phone right pl send messag
0,Your right! I'll make the appointment right now.,48,8,your right ill make the appointment right now,right ill make appoint right
0,Designation is software developer and may be she get chennai:),62,10,designation is software developer and may be she get chennai,design softwar develop may get chennai
1,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,163,23,enjoy the jamster videosound gold club with your credits for new videosounds logosmusicnews get more fun from jamstercouk only help call,enjoy jamster videosound gold club credit new videosound logosmusicnew get fun jamstercouk help call
1,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",155,28,get lions england tone reply lionm mono or lionp poly more go the original n best tones gbp network operator rates apply,get lion england tone repli lionm mono lionp poli go origin n best tone gbp network oper rate appli
0,I jokin oni lar.. Ü busy then i wun disturb ü.,46,11,i jokin oni lar busy then i wun disturb,jokin oni lar busi wun disturb
0,"Ok, be careful ! Don't text and drive !",39,9,ok be careful dont text and drive,ok care dont text drive
0,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.",103,23,ill always be there even if its just in spirit ill get a bb soon just trying to be sure i need it,ill alway even spirit ill get bb soon tri sure need
0,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,83,20,u r too much close to my heart if u go away i will be shattered plz stay with me,u r much close heart u go away shatter plz stay
0,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,84,19,i love u babe r u sure everything is alrite is he being an idiot txt bak girlie,love u babe r u sure everyth alrit idiot txt bak girli
0,How abt making some of the pics bigger?,39,8,how abt making some of the pics bigger,abt make pic bigger
0,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,122,25,got but got colours lor one colour is quite light n e other is darker lor actually im done shes styling my hair now,got got colour lor one colour quit light n e darker lor actual im done she style hair
0,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",154,30,whenevr ur sad whenevr ur gray remembr im here listn watevr u wanna say jus walk wid me a little whileamp i promise ill bring back ur smile,whenevr ur sad whenevr ur gray remembr im listn watevr u wanna say ju walk wid littl whileamp promis ill bring back ur smile
0,Why nothing. Ok anyway give me treat,36,7,why nothing ok anyway give me treat,noth ok anyway give treat
1,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",138,26,win the newest harry potter and the order of the phoenix book reply harry answer questions chance to be the first among readers,win newest harri potter order phoenix book repli harri answer question chanc first among reader
0,Ok...,5,1,ok,ok
0,Correct. So how was work today,30,6,correct so how was work today,correct work today
0,"Just sent again. Do you scream and moan in bed, princess?",57,11,just sent again do you scream and moan in bed princess,sent scream moan bed princess
0,"I wake up long ago already... Dunno, what other thing?",54,10,i wake up long ago already dunno what other thing,wake long ago alreadi dunno thing
0,Oh just getting even with u.... u?,34,7,oh just getting even with u u,oh get even u u
0,I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?,84,19,i thk shd be ok he said plus minus did leave a line in between paragraphs,thk shd ok said plu minu leav line paragraph
0,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,139,29,can you call me plz your number shows out of coveragd area i have urgnt call in vasai amp have to reach before o clock so call me plz,call plz number show coveragd area urgnt call vasai amp reach clock call plz
0,Yeah jay's sort of a fucking retard,35,7,yeah jays sort of a fucking retard,yeah jay sort fuck retard
0,"Sorry, was in the bathroom, sup",31,6,sorry was in the bathroom sup,sorri bathroom sup
1,Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,125,26,ur balance is now ur next question is who sang uptown girl in the s answer txt ur answer to good luck,ur balanc ur next question sang uptown girl answer txt ur answer good luck
0,My exam is for february 4. Wish you a great day.,48,11,my exam is for february wish you a great day,exam februari wish great day
0,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,94,21,i dont know what to do to come out of this so only am ask questions like this dont mistake me,dont know come ask question like dont mistak
0,"Aight no rush, I'll ask jay",27,6,aight no rush ill ask jay,aight rush ill ask jay
0,Good Morning plz call me sir,28,6,good morning plz call me sir,good morn plz call sir
0,It's ok lar. U sleep early too... Nite...,41,8,its ok lar u sleep early too nite,ok lar u sleep earli nite
0,"Oh... Icic... K lor, den meet other day...",42,8,oh icic k lor den meet other day,oh icic k lor den meet day
0,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",150,35,oh a half hour is much longer in syria than canada eh wow you must get so much more work done in a day than us with all that extra time grins,oh half hour much longer syria canada eh wow must get much work done day us extra time grin
0,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",162,29,sometimes we put walls around our heartsnot just to be safe from getting hurt but to find out who cares enough to break the walls amp get closer goodnoon,sometim put wall around heartsnot safe get hurt find care enough break wall amp get closer goodnoon
0,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",82,18,sweet we may or may not go to u to meet carlos so gauge pattys interest in that,sweet may may go u meet carlo gaug patti interest
0,Then she buying today? Ü no need to c meh...,44,10,then she buying today no need to c meh,buy today need c meh
0,Aight sorry I take ten years to shower. What's the plan?,56,11,aight sorry i take ten years to shower whats the plan,aight sorri take ten year shower what plan
0,Every monday..nxt week vl be completing..,41,6,every mondaynxt week vl be completing,everi mondaynxt week vl complet
0,Might ax well im there.,23,5,might ax well im there,might ax well im
0,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,112,22,just chill for another hrs if you could sleep the pain is not a surgical emergency so see how it unfolds okay,chill anoth hr could sleep pain surgic emerg see unfold okay
0,Yeah I'll try to scrounge something up,38,7,yeah ill try to scrounge something up,yeah ill tri scroung someth
0,Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,159,33,crazy ar hes married like gd looking guys not me my frens like say hes korean leonas fave but i dun thk he is aft some thinking mayb most prob ill go,crazi ar he marri like gd look guy fren like say he korean leona fave dun thk aft think mayb prob ill go
0,Were somewhere on Fredericksburg,32,4,were somewhere on fredericksburg,somewher fredericksburg
0,Que pases un buen tiempo or something like that,47,9,que pases un buen tiempo or something like that,que pase un buen tiempo someth like
0,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,82,18,is it ok if i stay the night here xavier has a sleeping bag and im getting tired,ok stay night xavier sleep bag im get tire
0,She doesnt need any test.,25,5,she doesnt need any test,doesnt need test
0,"Nothing much, chillin at home. Any super bowl plan?",51,9,nothing much chillin at home any super bowl plan,noth much chillin home super bowl plan
1,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk",154,26,freeday sexy st georges day pic of jordantxt pic to dont miss out then every wk a saucy celeb more pics c pocketbabecouk wk,freeday sexi st georg day pic jordantxt pic dont miss everi wk sauci celeb pic c pocketbabecouk wk
0,Bugis oso near wat... ,22,4,bugis oso near wat,bugi oso near wat
0,Yo theres no class tmrw right?,30,6,yo theres no class tmrw right,yo there class tmrw right
0,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,121,25,let ur heart be ur compass ur mind ur map ur soul ur guide and u will never loose in worldgnun sent via waysmscom,let ur heart ur compass ur mind ur map ur soul ur guid u never loos worldgnun sent via waysmscom
0,"Goodnight, sleep well da please take care pa. Please.",53,9,goodnight sleep well da please take care pa please,goodnight sleep well da pleas take care pa pleas
0,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,84,20,baaaaabe i misss youuuuu where are you i have to go and teach my class at,baaaaab misss youuuuu go teach class
0,Convey my regards to him,24,5,convey my regards to him,convey regard
0,U ned to convince him tht its not possible witot hurting his feeling its the main,81,16,u ned to convince him tht its not possible witot hurting his feeling its the main,u ned convinc tht possibl witot hurt feel main
0,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",152,32,good afternoon loverboy how goes you day any luck come your way i think of you sweetie and send my love across the sea to make you smile and happy,good afternoon loverboy goe day luck come way think sweeti send love across sea make smile happi
0,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,131,26,if i start sending blackberry torch to nigeria will you find buyer for melike a month and tell dad not to buy bb from anyone oh,start send blackberri torch nigeria find buyer melik month tell dad buy bb anyon oh
0,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",327,63,ltgt of pple marry with their lovers becz they hav gud undrstndng dat avoids problems i sent dis u u wil get gud news on friday by d person you like and tomorrow will be the best day of your life dont break this chain if you break you will suffer send this to ltgt frnds in ltgt mins whn u read,ltgt pple marri lover becz hav gud undrstndng dat avoid problem sent di u u wil get gud news friday person like tomorrow best day life dont break chain break suffer send ltgt frnd ltgt min whn u read
0,Yo dude guess who just got arrested the other day,49,10,yo dude guess who just got arrested the other day,yo dude guess got arrest day
0,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,65,13,shuhui say change suntec steamboat u noe where where r u now,shuhui say chang suntec steamboat u noe r u
0,What does the dance river do?,29,6,what does the dance river do,danc river
0,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",207,42,yetunde im sorry but moji and i seem too busy to be able to go shopping can you just please find some other way to get what you wanted us to get please forgive me you can reply free via yahoo messenger,yetund im sorri moji seem busi abl go shop pleas find way get want us get pleas forgiv repli free via yahoo messeng
0,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,114,24,hey i will be really pretty late you want to go for the lesson first i will join you im only reaching tp mrt,hey realli pretti late want go lesson first join im reach tp mrt
1,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",101,19,hot live fantasies call now just p per min ntt ltd po box croydon cr wb k,hot live fantasi call p per min ntt ltd po box croydon cr wb k
0,Bbq this sat at mine from 6ish. Ur welcome 2 come,49,11,bbq this sat at mine from ish ur welcome come,bbq sat mine ish ur welcom come
0,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough …",106,20,i dont know same thing thats wrong everyso often he panicks starts goin on bout not bein good enough,dont know thing that wrong everyso often panick start goin bout bein good enough
0,Alright. I'm out--have a good night!,36,6,alright im outhave a good night,alright im outhav good night
0,Did you try making another butt.,32,6,did you try making another butt,tri make anoth butt
0,Hope you are feeling great. Pls fill me in. Abiola,50,10,hope you are feeling great pls fill me in abiola,hope feel great pl fill abiola
0,I though we shd go out n have some fun so bar in town or something – sound ok?,78,19,i though we shd go out n have some fun so bar in town or something sound ok,though shd go n fun bar town someth sound ok
0,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",141,24,go to write msg put on dictionary mode cover the screen with hand press ltgt gently remove ur hand its interesting,go write msg put dictionari mode cover screen hand press ltgt gentli remov ur hand interest
1,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",151,27,bears pic nick and tom pete and dick in fact all types try gay chat with photo upload call pmin stop texts call,bear pic nick tom pete dick fact type tri gay chat photo upload call pmin stop text call
1,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",153,22,new mobiles from must go txt nokia to no collect yours todayfrom only optout gbpmtmsg txtauction,new mobil must go txt nokia collect todayfrom optout gbpmtmsg txtauction
0,We're finally ready fyi,23,4,were finally ready fyi,final readi fyi
0,Auntie huai juan never pick up her phone,40,8,auntie huai juan never pick up her phone,aunti huai juan never pick phone
1,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,159,24,double mins double txt price linerental on latest orange bluetooth mobiles call mobileupd for the very latest offers or calloptoutlf,doubl min doubl txt price linerent latest orang bluetooth mobil call mobileupd latest offer calloptoutlf
0,"Ya tel, wats ur problem..",25,5,ya tel wats ur problem,ya tel wat ur problem
1,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,143,31,no nokia tone ur mob every week just txt nok to st tone free so get txtin now and tell ur friends ptone reply hl info,nokia tone ur mob everi week txt nok st tone free get txtin tell ur friend ptone repli hl info
0,i dnt wnt to tlk wid u,22,7,i dnt wnt to tlk wid u,dnt wnt tlk wid u
0,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!",153,29,we spend our days waiting for the ideal path to appear in front of us but what we forget is paths are made by walking not by waiting goodnight,spend day wait ideal path appear front us forget path made walk wait goodnight
0,Its ok my arm is feeling weak cuz i got a shot so we can go another time,72,18,its ok my arm is feeling weak cuz i got a shot so we can go another time,ok arm feel weak cuz got shot go anoth time
0,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,203,32,please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday evei already see in netno ticket availablei want to book ticket through tackle,pleas reserv ticket saturday eve chennai thirunelvali tirunelvali chennai sunday evei alreadi see netno ticket availablei want book ticket tackl
0,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",324,79,storming msg wen u lift d phne u say hello do u knw wt is d real meaning of hello its d name of a girl yes and u knw who is dat girl margaret hello she is d girlfrnd f grahmbell who invnted telphone moralone can get d name of a person bt not his girlfrnd g o o d n i g h t,storm msg wen u lift phne u say hello u knw wt real mean hello name girl ye u knw dat girl margaret hello girlfrnd f grahmbel invnt telphon moralon get name person bt girlfrnd g n g h
0,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,115,23,thats ok i popped in to ask bout something and she said youd been in are you around tonght wen this girl comes,that ok pop ask bout someth said youd around tonght wen girl come
0,All e best 4 ur exam later.,27,7,all e best ur exam later,e best ur exam later
0,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,139,29,hope ur head doesnt hurt much am ploughing my way through a pile of ironing staying in with a chinky tonight come round if you like,hope ur head doesnt hurt much plough way pile iron stay chinki tonight come round like
0,Oh k.i think most of wi and nz players unsold.,46,10,oh ki think most of wi and nz players unsold,oh ki think wi nz player unsold
0,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",115,24,haha where got so fast lose weight thk muz go a month den got effect geelater we go aust put bk e weight,haha got fast lose weight thk muz go month den got effect geelat go aust put bk e weight
0,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",155,36,i wonder how you got online my love had you gone to the net cafe did you get your phone recharged were you on a friends net i think of you boytoy,wonder got onlin love gone net cafe get phone recharg friend net think boytoy
0,"Haha just kidding, papa needs drugs",35,6,haha just kidding papa needs drugs,haha kid papa need drug
0,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",82,17,thk shld b can ya i wana go lessons haha can go for one whole stretch,thk shld b ya wana go lesson haha go one whole stretch
0,Oh ok..,7,2,oh ok,oh ok
0,R we still meeting 4 dinner tonight?,36,7,r we still meeting dinner tonight,r still meet dinner tonight
0,Thats cool! I am a gentleman and will treat you with dignity and respect.,73,14,thats cool i am a gentleman and will treat you with dignity and respect,that cool gentleman treat digniti respect
0,Shall i start from hear.,24,5,shall i start from hear,shall start hear
0,Then we wait 4 u lor... No need 2 feel bad lar...,49,12,then we wait u lor no need feel bad lar,wait u lor need feel bad lar
0,No did you check? I got his detailed message now,48,10,no did you check i got his detailed message now,check got detail messag
0,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,155,27,you have registered sinco as payee log in at icicibankcom and enter urn ltgt to confirm beware of frauds do not share or disclose urn to anyone,regist sinco paye log icicibankcom enter urn ltgt confirm bewar fraud share disclos urn anyon
0,"No, I decided that only people who care about stuff vote and caring about stuff is for losers",93,18,no i decided that only people who care about stuff vote and caring about stuff is for losers,decid peopl care stuff vote care stuff loser
0,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,99,18,kaiez enjoy ur tuition gee thk e second option sounds beta ill go yan jiu den msg u,kaiez enjoy ur tuition gee thk e second option sound beta ill go yan jiu den msg u
0,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,155,27,you have registered sinco as payee log in at icicibankcom and enter urn ltgt to confirm beware of frauds do not share or disclose urn to anyone,regist sinco paye log icicibankcom enter urn ltgt confirm bewar fraud share disclos urn anyon
0,cool. We will have fun practicing making babies!,48,8,cool we will have fun practicing making babies,cool fun practic make babi
0,Actually getting ready to leave the house.,42,7,actually getting ready to leave the house,actual get readi leav hous
0,K..k..any special today?,24,3,kkany special today,kkani special today
1,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",163,26,urgent important information for o user today is your lucky day find out why log onto there is a fantastic surprise awaiting for you,urgent import inform user today lucki day find log onto fantast surpris await
0,Then we gotta do it after that,30,7,then we gotta do it after that,gotta
0,"I've got ten bucks, jay is being noncomittal",44,8,ive got ten bucks jay is being noncomittal,ive got ten buck jay noncomitt
0,Where at were hungry too,24,5,where at were hungry too,hungri
0,Pls speak to that customer machan.,34,6,pls speak to that customer machan,pl speak custom machan
0,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,144,25,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true goodnite amp sweet dreams,somewher beneath pale moon light someon think u dream come true goodnit amp sweet dream
0,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",179,34,wen ur lovable bcums angry wid u dnt take it seriously coz being angry is d most childish n true way of showing deep affection care n luv kettoda manda have nice day da,wen ur lovabl bcum angri wid u dnt take serious coz angri childish n true way show deep affect care n luv kettoda manda nice day da
1,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,143,22,dear uve been invited to xchat this is our final attempt to contact u txt chat to pmsgrcvdhgsuitelandsrowwjhl ldn yrs,dear uve invit xchat final attempt contact u txt chat pmsgrcvdhgsuitelandsrowwjhl ldn yr
0,So wats ur opinion abt him and how abt is character?,52,11,so wats ur opinion abt him and how abt is character,wat ur opinion abt abt charact
0,Jay is snickering and tells me that x is totally fucking up the chords as we speak,82,17,jay is snickering and tells me that x is totally fucking up the chords as we speak,jay snicker tell x total fuck chord speak
